Timestamp,Provider,Counter Name,Counter Type,Mean/Increment
07/17/2022 17:10:54,System.Runtime,CPU Usage (%),Metric,1
07/17/2022 17:10:56,System.Runtime,Working Set (MB),Metric,109
07/17/2022 17:10:56,System.Runtime,GC Heap Size (MB),Metric,39
07/17/2022 17:10:56,System.Runtime,Gen 0 GC Count (Count / 1 sec),Rate,0
07/17/2022 17:10:56,System.Runtime,Gen 1 GC Count (Count / 1 sec),Rate,0
07/17/2022 17:10:56,System.Runtime,Gen 2 GC Count (Count / 1 sec),Rate,0
07/17/2022 17:10:56,System.Runtime,ThreadPool Thread Count,Metric,16
07/17/2022 17:10:56,System.Runtime,Monitor Lock Contention Count (Count / 1 sec),Rate,1
07/17/2022 17:10:56,System.Runtime,ThreadPool Queue Length,Metric,0
07/17/2022 17:10:56,System.Runtime,ThreadPool Completed Work Item Count (Count / 1 sec),Rate,1046
07/17/2022 17:10:56,System.Runtime,Allocation Rate (B / 1 sec),Rate,3842392
07/17/2022 17:10:56,System.Runtime,Number of Active Timers,Metric,0
07/17/2022 17:10:56,System.Runtime,GC Fragmentation (%),Metric,NaN
07/17/2022 17:10:56,System.Runtime,Exception Count (Count / 1 sec),Rate,0
07/17/2022 17:10:56,System.Runtime,% Time in GC since last GC (%),Metric,0
07/17/2022 17:10:56,System.Runtime,Gen 0 Size (B),Metric,0
07/17/2022 17:10:56,System.Runtime,Gen 1 Size (B),Metric,0
07/17/2022 17:10:56,System.Runtime,Gen 2 Size (B),Metric,0
07/17/2022 17:10:56,System.Runtime,LOH Size (B),Metric,0
07/17/2022 17:10:56,System.Runtime,POH (Pinned Object Heap) Size (B),Metric,0
07/17/2022 17:10:56,System.Runtime,Number of Assemblies Loaded,Metric,142
07/17/2022 17:10:56,System.Runtime,IL Bytes Jitted (B),Metric,355841
07/17/2022 17:10:56,System.Runtime,Number of Methods Jitted,Metric,4035
07/17/2022 17:10:56,System.Runtime,CPU Usage (%),Metric,2
07/17/2022 17:10:56,System.Runtime,Working Set (MB),Metric,109
07/17/2022 17:10:56,System.Runtime,GC Heap Size (MB),Metric,39
07/17/2022 17:10:56,System.Runtime,Gen 0 GC Count (Count / 1 sec),Rate,0
07/17/2022 17:10:56,System.Runtime,Gen 1 GC Count (Count / 1 sec),Rate,0
07/17/2022 17:10:56,System.Runtime,Gen 2 GC Count (Count / 1 sec),Rate,0
07/17/2022 17:10:56,System.Runtime,ThreadPool Thread Count,Metric,16
07/17/2022 17:10:56,System.Runtime,Monitor Lock Contention Count (Count / 1 sec),Rate,0
07/17/2022 17:10:56,System.Runtime,ThreadPool Queue Length,Metric,0
07/17/2022 17:10:56,System.Runtime,ThreadPool Completed Work Item Count (Count / 1 sec),Rate,0
07/17/2022 17:10:56,System.Runtime,Allocation Rate (B / 1 sec),Rate,23000
07/17/2022 17:10:56,System.Runtime,Number of Active Timers,Metric,0
07/17/2022 17:10:56,System.Runtime,GC Fragmentation (%),Metric,NaN
07/17/2022 17:10:56,System.Runtime,Exception Count (Count / 1 sec),Rate,0
07/17/2022 17:10:56,System.Runtime,% Time in GC since last GC (%),Metric,0
07/17/2022 17:10:56,System.Runtime,Gen 0 Size (B),Metric,0
07/17/2022 17:10:56,System.Runtime,Gen 1 Size (B),Metric,0
07/17/2022 17:10:56,System.Runtime,Gen 2 Size (B),Metric,0
07/17/2022 17:10:56,System.Runtime,LOH Size (B),Metric,0
07/17/2022 17:10:56,System.Runtime,POH (Pinned Object Heap) Size (B),Metric,0
07/17/2022 17:10:56,System.Runtime,Number of Assemblies Loaded,Metric,142
07/17/2022 17:10:56,System.Runtime,IL Bytes Jitted (B),Metric,355841
