Timestamp,Provider,Counter Name,Counter Type,Mean/Increment
31.1.2025 11.30.44,System.Runtime,Working Set (MB),Metric,52
31.1.2025 11.30.44,System.Runtime,GC Heap Size (MB),Metric,0
31.1.2025 11.30.44,System.Runtime,Gen 0 GC Count (Count / 1 sec),Rate,1
31.1.2025 11.30.44,System.Runtime,Gen 1 GC Count (Count / 1 sec),Rate,0
31.1.2025 11.30.44,System.Runtime,Gen 2 GC Count (Count / 1 sec),Rate,0
31.1.2025 11.30.44,System.Runtime,ThreadPool Thread Count,Metric,2
31.1.2025 11.30.44,System.Runtime,Monitor Lock Contention Count (Count / 1 sec),Rate,0
31.1.2025 11.30.44,System.Runtime,ThreadPool Queue Length,Metric,0
31.1.2025 11.30.44,System.Runtime,ThreadPool Completed Work Item Count (Count / 1 sec),Rate,9
31.1.2025 11.30.44,System.Runtime,Allocation Rate (B / 1 sec),Rate,1372072
31.1.2025 11.30.44,System.Runtime,Number of Active Timers,Metric,0
31.1.2025 11.30.44,System.Runtime,GC Fragmentation (%),Metric,0.07809013833110219
31.1.2025 11.30.44,System.Runtime,Exception Count (Count / 1 sec),Rate,0
31.1.2025 11.30.44,System.Runtime,% Time in GC since last GC (%),Metric,0
31.1.2025 11.30.44,System.Runtime,Gen 0 Size (B),Metric,24
31.1.2025 11.30.44,System.Runtime,Gen 1 Size (B),Metric,159584
31.1.2025 11.30.44,System.Runtime,Gen 2 Size (B),Metric,357744
31.1.2025 11.30.44,System.Runtime,LOH Size (B),Metric,24
31.1.2025 11.30.44,System.Runtime,POH (Pinned Object Heap) Size (B),Metric,56320
31.1.2025 11.30.44,System.Runtime,Number of Assemblies Loaded,Metric,369
31.1.2025 11.30.44,System.Runtime,IL Bytes Jitted (B),Metric,186547
31.1.2025 11.30.44,System.Runtime,Number of Methods Jitted,Metric,2577
31.1.2025 11.30.45,System.Runtime,CPU Usage (%),Metric,0
31.1.2025 11.30.45,System.Runtime,Working Set (MB),Metric,53
31.1.2025 11.30.45,System.Runtime,GC Heap Size (MB),Metric,2
31.1.2025 11.30.45,System.Runtime,Gen 0 GC Count (Count / 1 sec),Rate,0
31.1.2025 11.30.45,System.Runtime,Gen 1 GC Count (Count / 1 sec),Rate,0
31.1.2025 11.30.45,System.Runtime,Gen 2 GC Count (Count / 1 sec),Rate,0
31.1.2025 11.30.45,System.Runtime,ThreadPool Thread Count,Metric,2
31.1.2025 11.30.45,System.Runtime,Monitor Lock Contention Count (Count / 1 sec),Rate,0
31.1.2025 11.30.45,System.Runtime,ThreadPool Queue Length,Metric,0
31.1.2025 11.30.45,System.Runtime,ThreadPool Completed Work Item Count (Count / 1 sec),Rate,9
31.1.2025 11.30.45,System.Runtime,Allocation Rate (B / 1 sec),Rate,1421200
31.1.2025 11.30.45,System.Runtime,Number of Active Timers,Metric,0
31.1.2025 11.30.45,System.Runtime,GC Fragmentation (%),Metric,0.07809013833110219
31.1.2025 11.30.45,System.Runtime,Exception Count (Count / 1 sec),Rate,0
31.1.2025 11.30.45,System.Runtime,% Time in GC since last GC (%),Metric,0
31.1.2025 11.30.45,System.Runtime,Gen 0 Size (B),Metric,24
31.1.2025 11.30.45,System.Runtime,Gen 1 Size (B),Metric,159584
31.1.2025 11.30.45,System.Runtime,Gen 2 Size (B),Metric,357744
31.1.2025 11.30.45,System.Runtime,LOH Size (B),Metric,24
31.1.2025 11.30.45,System.Runtime,POH (Pinned Object Heap) Size (B),Metric,56320
31.1.2025 11.30.45,System.Runtime,Number of Assemblies Loaded,Metric,378
31.1.2025 11.30.45,System.Runtime,IL Bytes Jitted (B),Metric,190993
31.1.2025 11.30.45,System.Runtime,Number of Methods Jitted,Metric,2640
31.1.2025 11.30.46,System.Runtime,CPU Usage (%),Metric,0
31.1.2025 11.30.46,System.Runtime,Working Set (MB),Metric,53
31.1.2025 11.30.46,System.Runtime,GC Heap Size (MB),Metric,3
31.1.2025 11.30.46,System.Runtime,Gen 0 GC Count (Count / 1 sec),Rate,0
31.1.2025 11.30.46,System.Runtime,Gen 1 GC Count (Count / 1 sec),Rate,0
31.1.2025 11.30.46,System.Runtime,Gen 2 GC Count (Count / 1 sec),Rate,0
31.1.2025 11.30.46,System.Runtime,ThreadPool Thread Count,Metric,2
31.1.2025 11.30.46,System.Runtime,Monitor Lock Contention Count (Count / 1 sec),Rate,0
31.1.2025 11.30.46,System.Runtime,ThreadPool Queue Length,Metric,0
31.1.2025 11.30.46,System.Runtime,ThreadPool Completed Work Item Count (Count / 1 sec),Rate,9
31.1.2025 11.30.46,System.Runtime,Allocation Rate (B / 1 sec),Rate,1364016
31.1.2025 11.30.46,System.Runtime,Number of Active Timers,Metric,0
31.1.2025 11.30.46,System.Runtime,GC Fragmentation (%),Metric,0.07809013833110219
31.1.2025 11.30.46,System.Runtime,Exception Count (Count / 1 sec),Rate,0
31.1.2025 11.30.46,System.Runtime,% Time in GC since last GC (%),Metric,0
31.1.2025 11.30.46,System.Runtime,Gen 0 Size (B),Metric,24
31.1.2025 11.30.46,System.Runtime,Gen 1 Size (B),Metric,159584
31.1.2025 11.30.46,System.Runtime,Gen 2 Size (B),Metric,357744
31.1.2025 11.30.46,System.Runtime,LOH Size (B),Metric,24
31.1.2025 11.30.46,System.Runtime,POH (Pinned Object Heap) Size (B),Metric,56320
31.1.2025 11.30.46,System.Runtime,Number of Assemblies Loaded,Metric,387
31.1.2025 11.30.46,System.Runtime,IL Bytes Jitted (B),Metric,195439
31.1.2025 11.30.46,System.Runtime,Number of Methods Jitted,Metric,2703
31.1.2025 11.30.47,System.Runtime,CPU Usage (%),Metric,0
31.1.2025 11.30.47,System.Runtime,Working Set (MB),Metric,54
31.1.2025 11.30.47,System.Runtime,GC Heap Size (MB),Metric,0
31.1.2025 11.30.47,System.Runtime,Gen 0 GC Count (Count / 1 sec),Rate,1
31.1.2025 11.30.47,System.Runtime,Gen 1 GC Count (Count / 1 sec),Rate,0
31.1.2025 11.30.47,System.Runtime,Gen 2 GC Count (Count / 1 sec),Rate,0
31.1.2025 11.30.47,System.Runtime,ThreadPool Thread Count,Metric,2
31.1.2025 11.30.47,System.Runtime,Monitor Lock Contention Count (Count / 1 sec),Rate,0
31.1.2025 11.30.47,System.Runtime,ThreadPool Queue Length,Metric,0
31.1.2025 11.30.47,System.Runtime,ThreadPool Completed Work Item Count (Count / 1 sec),Rate,9
31.1.2025 11.30.47,System.Runtime,Allocation Rate (B / 1 sec),Rate,1351432
31.1.2025 11.30.47,System.Runtime,Number of Active Timers,Metric,0
31.1.2025 11.30.47,System.Runtime,GC Fragmentation (%),Metric,0.07594456047085628
31.1.2025 11.30.47,System.Runtime,Exception Count (Count / 1 sec),Rate,0
31.1.2025 11.30.47,System.Runtime,% Time in GC since last GC (%),Metric,0
31.1.2025 11.30.47,System.Runtime,Gen 0 Size (B),Metric,24
31.1.2025 11.30.47,System.Runtime,Gen 1 Size (B),Metric,175792
31.1.2025 11.30.47,System.Runtime,Gen 2 Size (B),Metric,357744
31.1.2025 11.30.47,System.Runtime,LOH Size (B),Metric,24
31.1.2025 11.30.47,System.Runtime,POH (Pinned Object Heap) Size (B),Metric,56320
31.1.2025 11.30.47,System.Runtime,Number of Assemblies Loaded,Metric,396
31.1.2025 11.30.47,System.Runtime,IL Bytes Jitted (B),Metric,200493
31.1.2025 11.30.47,System.Runtime,Number of Methods Jitted,Metric,2768
31.1.2025 11.30.48,System.Runtime,CPU Usage (%),Metric,0
31.1.2025 11.30.48,System.Runtime,Working Set (MB),Metric,54
31.1.2025 11.30.48,System.Runtime,GC Heap Size (MB),Metric,2
31.1.2025 11.30.48,System.Runtime,Gen 0 GC Count (Count / 1 sec),Rate,0
31.1.2025 11.30.48,System.Runtime,Gen 1 GC Count (Count / 1 sec),Rate,0
31.1.2025 11.30.48,System.Runtime,Gen 2 GC Count (Count / 1 sec),Rate,0
31.1.2025 11.30.48,System.Runtime,ThreadPool Thread Count,Metric,2
31.1.2025 11.30.48,System.Runtime,Monitor Lock Contention Count (Count / 1 sec),Rate,0
31.1.2025 11.30.48,System.Runtime,ThreadPool Queue Length,Metric,0
31.1.2025 11.30.48,System.Runtime,ThreadPool Completed Work Item Count (Count / 1 sec),Rate,9
31.1.2025 11.30.48,System.Runtime,Allocation Rate (B / 1 sec),Rate,1437568
31.1.2025 11.30.48,System.Runtime,Number of Active Timers,Metric,0
31.1.2025 11.30.48,System.Runtime,GC Fragmentation (%),Metric,0.07594456047085628
31.1.2025 11.30.48,System.Runtime,Exception Count (Count / 1 sec),Rate,0
31.1.2025 11.30.48,System.Runtime,% Time in GC since last GC (%),Metric,0
31.1.2025 11.30.48,System.Runtime,Gen 0 Size (B),Metric,24
31.1.2025 11.30.48,System.Runtime,Gen 1 Size (B),Metric,175792
31.1.2025 11.30.48,System.Runtime,Gen 2 Size (B),Metric,357744
31.1.2025 11.30.48,System.Runtime,LOH Size (B),Metric,24
31.1.2025 11.30.48,System.Runtime,POH (Pinned Object Heap) Size (B),Metric,56320
31.1.2025 11.30.48,System.Runtime,Number of Assemblies Loaded,Metric,405
31.1.2025 11.30.48,System.Runtime,IL Bytes Jitted (B),Metric,204939
31.1.2025 11.30.48,System.Runtime,Number of Methods Jitted,Metric,2831
31.1.2025 11.30.49,System.Runtime,CPU Usage (%),Metric,0
31.1.2025 11.30.49,System.Runtime,Working Set (MB),Metric,55
31.1.2025 11.30.49,System.Runtime,GC Heap Size (MB),Metric,3
31.1.2025 11.30.49,System.Runtime,Gen 0 GC Count (Count / 1 sec),Rate,0
31.1.2025 11.30.49,System.Runtime,Gen 1 GC Count (Count / 1 sec),Rate,0
31.1.2025 11.30.49,System.Runtime,Gen 2 GC Count (Count / 1 sec),Rate,0
31.1.2025 11.30.49,System.Runtime,ThreadPool Thread Count,Metric,2
31.1.2025 11.30.49,System.Runtime,Monitor Lock Contention Count (Count / 1 sec),Rate,0
31.1.2025 11.30.49,System.Runtime,ThreadPool Queue Length,Metric,0
31.1.2025 11.30.49,System.Runtime,ThreadPool Completed Work Item Count (Count / 1 sec),Rate,9
31.1.2025 11.30.49,System.Runtime,Allocation Rate (B / 1 sec),Rate,1363720
31.1.2025 11.30.49,System.Runtime,Number of Active Timers,Metric,0
31.1.2025 11.30.49,System.Runtime,GC Fragmentation (%),Metric,0.07594456047085628
31.1.2025 11.30.49,System.Runtime,Exception Count (Count / 1 sec),Rate,0
31.1.2025 11.30.49,System.Runtime,% Time in GC since last GC (%),Metric,0
31.1.2025 11.30.49,System.Runtime,Gen 0 Size (B),Metric,24
31.1.2025 11.30.49,System.Runtime,Gen 1 Size (B),Metric,175792
31.1.2025 11.30.49,System.Runtime,Gen 2 Size (B),Metric,357744
31.1.2025 11.30.49,System.Runtime,LOH Size (B),Metric,24
31.1.2025 11.30.49,System.Runtime,POH (Pinned Object Heap) Size (B),Metric,56320
31.1.2025 11.30.49,System.Runtime,Number of Assemblies Loaded,Metric,414
31.1.2025 11.30.49,System.Runtime,IL Bytes Jitted (B),Metric,209385
31.1.2025 11.30.49,System.Runtime,Number of Methods Jitted,Metric,2894
31.1.2025 11.30.50,System.Runtime,CPU Usage (%),Metric,0
31.1.2025 11.30.50,System.Runtime,Working Set (MB),Metric,55
31.1.2025 11.30.50,System.Runtime,GC Heap Size (MB),Metric,4
31.1.2025 11.30.50,System.Runtime,Gen 0 GC Count (Count / 1 sec),Rate,0
31.1.2025 11.30.50,System.Runtime,Gen 1 GC Count (Count / 1 sec),Rate,0
31.1.2025 11.30.50,System.Runtime,Gen 2 GC Count (Count / 1 sec),Rate,0
31.1.2025 11.30.50,System.Runtime,ThreadPool Thread Count,Metric,2
31.1.2025 11.30.50,System.Runtime,Monitor Lock Contention Count (Count / 1 sec),Rate,0
31.1.2025 11.30.50,System.Runtime,ThreadPool Queue Length,Metric,0
31.1.2025 11.30.50,System.Runtime,ThreadPool Completed Work Item Count (Count / 1 sec),Rate,9
31.1.2025 11.30.50,System.Runtime,Allocation Rate (B / 1 sec),Rate,1355720
31.1.2025 11.30.50,System.Runtime,Number of Active Timers,Metric,0
31.1.2025 11.30.50,System.Runtime,GC Fragmentation (%),Metric,0.07594456047085628
31.1.2025 11.30.50,System.Runtime,Exception Count (Count / 1 sec),Rate,0
31.1.2025 11.30.50,System.Runtime,% Time in GC since last GC (%),Metric,0
31.1.2025 11.30.50,System.Runtime,Gen 0 Size (B),Metric,24
31.1.2025 11.30.50,System.Runtime,Gen 1 Size (B),Metric,175792
31.1.2025 11.30.50,System.Runtime,Gen 2 Size (B),Metric,357744
31.1.2025 11.30.50,System.Runtime,LOH Size (B),Metric,24
31.1.2025 11.30.50,System.Runtime,POH (Pinned Object Heap) Size (B),Metric,56320
31.1.2025 11.30.50,System.Runtime,Number of Assemblies Loaded,Metric,423
31.1.2025 11.30.50,System.Runtime,IL Bytes Jitted (B),Metric,213831
31.1.2025 11.30.50,System.Runtime,Number of Methods Jitted,Metric,2957
31.1.2025 11.30.51,System.Runtime,CPU Usage (%),Metric,0
31.1.2025 11.30.51,System.Runtime,Working Set (MB),Metric,56
31.1.2025 11.30.51,System.Runtime,GC Heap Size (MB),Metric,1
31.1.2025 11.30.51,System.Runtime,Gen 0 GC Count (Count / 1 sec),Rate,1
31.1.2025 11.30.51,System.Runtime,Gen 1 GC Count (Count / 1 sec),Rate,0
31.1.2025 11.30.51,System.Runtime,Gen 2 GC Count (Count / 1 sec),Rate,0
31.1.2025 11.30.51,System.Runtime,ThreadPool Thread Count,Metric,2
31.1.2025 11.30.51,System.Runtime,Monitor Lock Contention Count (Count / 1 sec),Rate,0
31.1.2025 11.30.51,System.Runtime,ThreadPool Queue Length,Metric,0
31.1.2025 11.30.51,System.Runtime,ThreadPool Completed Work Item Count (Count / 1 sec),Rate,9
31.1.2025 11.30.51,System.Runtime,Allocation Rate (B / 1 sec),Rate,1320592
31.1.2025 11.30.51,System.Runtime,Number of Active Timers,Metric,0
31.1.2025 11.30.51,System.Runtime,GC Fragmentation (%),Metric,0.07358448418590595
31.1.2025 11.30.51,System.Runtime,Exception Count (Count / 1 sec),Rate,0
31.1.2025 11.30.51,System.Runtime,% Time in GC since last GC (%),Metric,0
31.1.2025 11.30.51,System.Runtime,Gen 0 Size (B),Metric,24
31.1.2025 11.30.51,System.Runtime,Gen 1 Size (B),Metric,194712
31.1.2025 11.30.51,System.Runtime,Gen 2 Size (B),Metric,357744
31.1.2025 11.30.51,System.Runtime,LOH Size (B),Metric,24
31.1.2025 11.30.51,System.Runtime,POH (Pinned Object Heap) Size (B),Metric,56320
31.1.2025 11.30.51,System.Runtime,Number of Assemblies Loaded,Metric,431
31.1.2025 11.30.51,System.Runtime,IL Bytes Jitted (B),Metric,217783
31.1.2025 11.30.51,System.Runtime,Number of Methods Jitted,Metric,3013
31.1.2025 11.30.51,System.Runtime,CPU Usage (%),Metric,0
31.1.2025 11.30.51,System.Runtime,Working Set (MB),Metric,56
31.1.2025 11.30.51,System.Runtime,GC Heap Size (MB),Metric,1
31.1.2025 11.30.51,System.Runtime,Gen 0 GC Count (Count / 1 sec),Rate,0
31.1.2025 11.30.51,System.Runtime,Gen 1 GC Count (Count / 1 sec),Rate,0
31.1.2025 11.30.51,System.Runtime,Gen 2 GC Count (Count / 1 sec),Rate,0
31.1.2025 11.30.51,System.Runtime,ThreadPool Thread Count,Metric,2
31.1.2025 11.30.51,System.Runtime,Monitor Lock Contention Count (Count / 1 sec),Rate,0
31.1.2025 11.30.51,System.Runtime,ThreadPool Queue Length,Metric,0
31.1.2025 11.30.51,System.Runtime,ThreadPool Completed Work Item Count (Count / 1 sec),Rate,0
31.1.2025 11.30.51,System.Runtime,Allocation Rate (B / 1 sec),Rate,65320
31.1.2025 11.30.51,System.Runtime,Number of Active Timers,Metric,0
31.1.2025 11.30.51,System.Runtime,GC Fragmentation (%),Metric,0.07358448418590595
31.1.2025 11.30.51,System.Runtime,Exception Count (Count / 1 sec),Rate,0
31.1.2025 11.30.51,System.Runtime,% Time in GC since last GC (%),Metric,0
31.1.2025 11.30.51,System.Runtime,Gen 0 Size (B),Metric,24
31.1.2025 11.30.51,System.Runtime,Gen 1 Size (B),Metric,194712
31.1.2025 11.30.51,System.Runtime,Gen 2 Size (B),Metric,357744
31.1.2025 11.30.51,System.Runtime,LOH Size (B),Metric,24
31.1.2025 11.30.51,System.Runtime,POH (Pinned Object Heap) Size (B),Metric,56320
31.1.2025 11.30.51,System.Runtime,Number of Assemblies Loaded,Metric,432
31.1.2025 11.30.51,System.Runtime,IL Bytes Jitted (B),Metric,217783
31.1.2025 11.30.51,System.Runtime,Number of Methods Jitted,Metric,3013
31.1.2025 11.30.52,System.Runtime,CPU Usage (%),Metric,0
31.1.2025 11.30.52,System.Runtime,Working Set (MB),Metric,56
31.1.2025 11.30.52,System.Runtime,GC Heap Size (MB),Metric,3
31.1.2025 11.30.52,System.Runtime,Gen 0 GC Count (Count / 1 sec),Rate,0
31.1.2025 11.30.52,System.Runtime,Gen 1 GC Count (Count / 1 sec),Rate,0
31.1.2025 11.30.52,System.Runtime,Gen 2 GC Count (Count / 1 sec),Rate,0
31.1.2025 11.30.52,System.Runtime,ThreadPool Thread Count,Metric,1
31.1.2025 11.30.52,System.Runtime,Monitor Lock Contention Count (Count / 1 sec),Rate,0
31.1.2025 11.30.52,System.Runtime,ThreadPool Queue Length,Metric,0
31.1.2025 11.30.52,System.Runtime,ThreadPool Completed Work Item Count (Count / 1 sec),Rate,9
31.1.2025 11.30.52,System.Runtime,Allocation Rate (B / 1 sec),Rate,1323192
31.1.2025 11.30.52,System.Runtime,Number of Active Timers,Metric,0
31.1.2025 11.30.52,System.Runtime,GC Fragmentation (%),Metric,0.07358448418590595
31.1.2025 11.30.52,System.Runtime,Exception Count (Count / 1 sec),Rate,0
31.1.2025 11.30.52,System.Runtime,% Time in GC since last GC (%),Metric,0
31.1.2025 11.30.52,System.Runtime,Gen 0 Size (B),Metric,24
31.1.2025 11.30.52,System.Runtime,Gen 1 Size (B),Metric,194712
31.1.2025 11.30.52,System.Runtime,Gen 2 Size (B),Metric,357744
31.1.2025 11.30.52,System.Runtime,LOH Size (B),Metric,24
31.1.2025 11.30.52,System.Runtime,POH (Pinned Object Heap) Size (B),Metric,56320
31.1.2025 11.30.52,System.Runtime,Number of Assemblies Loaded,Metric,441
31.1.2025 11.30.52,System.Runtime,IL Bytes Jitted (B),Metric,222229
31.1.2025 11.30.52,System.Runtime,Number of Methods Jitted,Metric,3076
31.1.2025 11.30.53,System.Runtime,CPU Usage (%),Metric,0
31.1.2025 11.30.53,System.Runtime,Working Set (MB),Metric,57
31.1.2025 11.30.53,System.Runtime,GC Heap Size (MB),Metric,4
31.1.2025 11.30.53,System.Runtime,Gen 0 GC Count (Count / 1 sec),Rate,0
31.1.2025 11.30.53,System.Runtime,Gen 1 GC Count (Count / 1 sec),Rate,0
31.1.2025 11.30.53,System.Runtime,Gen 2 GC Count (Count / 1 sec),Rate,0
31.1.2025 11.30.53,System.Runtime,ThreadPool Thread Count,Metric,1
31.1.2025 11.30.53,System.Runtime,Monitor Lock Contention Count (Count / 1 sec),Rate,0
31.1.2025 11.30.53,System.Runtime,ThreadPool Queue Length,Metric,0
31.1.2025 11.30.53,System.Runtime,ThreadPool Completed Work Item Count (Count / 1 sec),Rate,9
31.1.2025 11.30.53,System.Runtime,Allocation Rate (B / 1 sec),Rate,1347528
31.1.2025 11.30.53,System.Runtime,Number of Active Timers,Metric,0
31.1.2025 11.30.53,System.Runtime,GC Fragmentation (%),Metric,0.07358448418590595
31.1.2025 11.30.53,System.Runtime,Exception Count (Count / 1 sec),Rate,0
31.1.2025 11.30.53,System.Runtime,% Time in GC since last GC (%),Metric,0
31.1.2025 11.30.53,System.Runtime,Gen 0 Size (B),Metric,24
31.1.2025 11.30.53,System.Runtime,Gen 1 Size (B),Metric,194712
31.1.2025 11.30.53,System.Runtime,Gen 2 Size (B),Metric,357744
31.1.2025 11.30.53,System.Runtime,LOH Size (B),Metric,24
31.1.2025 11.30.53,System.Runtime,POH (Pinned Object Heap) Size (B),Metric,56320
31.1.2025 11.30.53,System.Runtime,Number of Assemblies Loaded,Metric,450
31.1.2025 11.30.53,System.Runtime,IL Bytes Jitted (B),Metric,226675
31.1.2025 11.30.53,System.Runtime,Number of Methods Jitted,Metric,3139
31.1.2025 11.30.54,System.Runtime,CPU Usage (%),Metric,0
31.1.2025 11.30.54,System.Runtime,Working Set (MB),Metric,57
31.1.2025 11.30.54,System.Runtime,GC Heap Size (MB),Metric,1
31.1.2025 11.30.54,System.Runtime,Gen 0 GC Count (Count / 1 sec),Rate,1
31.1.2025 11.30.54,System.Runtime,Gen 1 GC Count (Count / 1 sec),Rate,1
31.1.2025 11.30.54,System.Runtime,Gen 2 GC Count (Count / 1 sec),Rate,0
31.1.2025 11.30.54,System.Runtime,ThreadPool Thread Count,Metric,1
31.1.2025 11.30.54,System.Runtime,Monitor Lock Contention Count (Count / 1 sec),Rate,0
31.1.2025 11.30.54,System.Runtime,ThreadPool Queue Length,Metric,0
31.1.2025 11.30.54,System.Runtime,ThreadPool Completed Work Item Count (Count / 1 sec),Rate,9
31.1.2025 11.30.54,System.Runtime,Allocation Rate (B / 1 sec),Rate,1451016
31.1.2025 11.30.54,System.Runtime,Number of Active Timers,Metric,0
31.1.2025 11.30.54,System.Runtime,GC Fragmentation (%),Metric,0.009317493594223155
31.1.2025 11.30.54,System.Runtime,Exception Count (Count / 1 sec),Rate,0
31.1.2025 11.30.54,System.Runtime,% Time in GC since last GC (%),Metric,0
31.1.2025 11.30.54,System.Runtime,Gen 0 Size (B),Metric,24
31.1.2025 11.30.54,System.Runtime,Gen 1 Size (B),Metric,21552
31.1.2025 11.30.54,System.Runtime,Gen 2 Size (B),Metric,404576
31.1.2025 11.30.54,System.Runtime,LOH Size (B),Metric,24
31.1.2025 11.30.54,System.Runtime,POH (Pinned Object Heap) Size (B),Metric,88984
31.1.2025 11.30.54,System.Runtime,Number of Assemblies Loaded,Metric,459
31.1.2025 11.30.54,System.Runtime,IL Bytes Jitted (B),Metric,231121
31.1.2025 11.30.54,System.Runtime,Number of Methods Jitted,Metric,3202
31.1.2025 11.30.55,System.Runtime,CPU Usage (%),Metric,0
31.1.2025 11.30.55,System.Runtime,Working Set (MB),Metric,58
31.1.2025 11.30.55,System.Runtime,GC Heap Size (MB),Metric,3
31.1.2025 11.30.55,System.Runtime,Gen 0 GC Count (Count / 1 sec),Rate,0
31.1.2025 11.30.55,System.Runtime,Gen 1 GC Count (Count / 1 sec),Rate,0
31.1.2025 11.30.55,System.Runtime,Gen 2 GC Count (Count / 1 sec),Rate,0
31.1.2025 11.30.55,System.Runtime,ThreadPool Thread Count,Metric,2
31.1.2025 11.30.55,System.Runtime,Monitor Lock Contention Count (Count / 1 sec),Rate,0
31.1.2025 11.30.55,System.Runtime,ThreadPool Queue Length,Metric,0
31.1.2025 11.30.55,System.Runtime,ThreadPool Completed Work Item Count (Count / 1 sec),Rate,10
31.1.2025 11.30.55,System.Runtime,Allocation Rate (B / 1 sec),Rate,1478408
31.1.2025 11.30.55,System.Runtime,Number of Active Timers,Metric,0
31.1.2025 11.30.55,System.Runtime,GC Fragmentation (%),Metric,0.009317493594223155
31.1.2025 11.30.55,System.Runtime,Exception Count (Count / 1 sec),Rate,0
31.1.2025 11.30.55,System.Runtime,% Time in GC since last GC (%),Metric,0
31.1.2025 11.30.55,System.Runtime,Gen 0 Size (B),Metric,24
31.1.2025 11.30.55,System.Runtime,Gen 1 Size (B),Metric,21552
31.1.2025 11.30.55,System.Runtime,Gen 2 Size (B),Metric,404576
31.1.2025 11.30.55,System.Runtime,LOH Size (B),Metric,24
31.1.2025 11.30.55,System.Runtime,POH (Pinned Object Heap) Size (B),Metric,88984
31.1.2025 11.30.55,System.Runtime,Number of Assemblies Loaded,Metric,468
31.1.2025 11.30.55,System.Runtime,IL Bytes Jitted (B),Metric,236061
31.1.2025 11.30.55,System.Runtime,Number of Methods Jitted,Metric,3272
31.1.2025 11.30.56,System.Runtime,CPU Usage (%),Metric,0
31.1.2025 11.30.56,System.Runtime,Working Set (MB),Metric,59
31.1.2025 11.30.56,System.Runtime,GC Heap Size (MB),Metric,4
31.1.2025 11.30.56,System.Runtime,Gen 0 GC Count (Count / 1 sec),Rate,0
31.1.2025 11.30.56,System.Runtime,Gen 1 GC Count (Count / 1 sec),Rate,0
31.1.2025 11.30.56,System.Runtime,Gen 2 GC Count (Count / 1 sec),Rate,0
31.1.2025 11.30.56,System.Runtime,ThreadPool Thread Count,Metric,2
31.1.2025 11.30.56,System.Runtime,Monitor Lock Contention Count (Count / 1 sec),Rate,0
31.1.2025 11.30.56,System.Runtime,ThreadPool Queue Length,Metric,0
31.1.2025 11.30.56,System.Runtime,ThreadPool Completed Work Item Count (Count / 1 sec),Rate,9
31.1.2025 11.30.56,System.Runtime,Allocation Rate (B / 1 sec),Rate,1225128
31.1.2025 11.30.56,System.Runtime,Number of Active Timers,Metric,0
31.1.2025 11.30.56,System.Runtime,GC Fragmentation (%),Metric,0.009317493594223155
31.1.2025 11.30.56,System.Runtime,Exception Count (Count / 1 sec),Rate,0
31.1.2025 11.30.56,System.Runtime,% Time in GC since last GC (%),Metric,0
31.1.2025 11.30.56,System.Runtime,Gen 0 Size (B),Metric,24
31.1.2025 11.30.56,System.Runtime,Gen 1 Size (B),Metric,21552
31.1.2025 11.30.56,System.Runtime,Gen 2 Size (B),Metric,404576
31.1.2025 11.30.56,System.Runtime,LOH Size (B),Metric,24
31.1.2025 11.30.56,System.Runtime,POH (Pinned Object Heap) Size (B),Metric,88984
31.1.2025 11.30.56,System.Runtime,Number of Assemblies Loaded,Metric,477
31.1.2025 11.30.56,System.Runtime,IL Bytes Jitted (B),Metric,240815
31.1.2025 11.30.56,System.Runtime,Number of Methods Jitted,Metric,3341
31.1.2025 11.30.57,System.Runtime,CPU Usage (%),Metric,0
31.1.2025 11.30.57,System.Runtime,Working Set (MB),Metric,59
31.1.2025 11.30.57,System.Runtime,GC Heap Size (MB),Metric,1
31.1.2025 11.30.57,System.Runtime,Gen 0 GC Count (Count / 1 sec),Rate,1
31.1.2025 11.30.57,System.Runtime,Gen 1 GC Count (Count / 1 sec),Rate,0
31.1.2025 11.30.57,System.Runtime,Gen 2 GC Count (Count / 1 sec),Rate,0
31.1.2025 11.30.57,System.Runtime,ThreadPool Thread Count,Metric,2
31.1.2025 11.30.57,System.Runtime,Monitor Lock Contention Count (Count / 1 sec),Rate,0
31.1.2025 11.30.57,System.Runtime,ThreadPool Queue Length,Metric,0
31.1.2025 11.30.57,System.Runtime,ThreadPool Completed Work Item Count (Count / 1 sec),Rate,9
31.1.2025 11.30.57,System.Runtime,Allocation Rate (B / 1 sec),Rate,1431560
31.1.2025 11.30.57,System.Runtime,Number of Active Timers,Metric,0
31.1.2025 11.30.57,System.Runtime,GC Fragmentation (%),Metric,0.008371820452357365
31.1.2025 11.30.57,System.Runtime,Exception Count (Count / 1 sec),Rate,0
31.1.2025 11.30.57,System.Runtime,% Time in GC since last GC (%),Metric,0
31.1.2025 11.30.57,System.Runtime,Gen 0 Size (B),Metric,24
31.1.2025 11.30.57,System.Runtime,Gen 1 Size (B),Metric,79744
31.1.2025 11.30.57,System.Runtime,Gen 2 Size (B),Metric,404576
31.1.2025 11.30.57,System.Runtime,LOH Size (B),Metric,24
31.1.2025 11.30.57,System.Runtime,POH (Pinned Object Heap) Size (B),Metric,88984
31.1.2025 11.30.57,System.Runtime,Number of Assemblies Loaded,Metric,485
31.1.2025 11.30.57,System.Runtime,IL Bytes Jitted (B),Metric,245261
31.1.2025 11.30.57,System.Runtime,Number of Methods Jitted,Metric,3404
31.1.2025 11.30.58,System.Runtime,CPU Usage (%),Metric,0
